Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Player-additional
1;Precious Achiuwa;PF-C;24;TOT;74;18;219;32;63;.501;4;13;.268;28;50;.562;.529;9;15;.616;26;40;66;13;6;9;11;19;76;achiupr01
2;Bam Adebayo;C;26;MIA;71;71;340;75;143;.521;2;6;.357;73;137;.528;.529;41;55;.755;22;81;104;39;11;9;23;22;193;adebaba01
3;Ochai Agbaji;SG;23;TOT;78;28;210;23;56;.411;8;27;.294;15;28;.523;.483;5;7;.661;9;18;28;11;6;6;8;15;58;agbajoc01
4;Santi Aldama;PF;23;MEM;61;35;265;40;93;.435;17;50;.349;23;43;.534;.528;9;14;.621;12;46;58;23;7;9;11;15;107;aldamsa01
5;Nickeil Alexander-Walker;SG;25;MIN;82;20;234;29;66;.439;16;41;.391;13;25;.517;.560;6;8;.800;4;16;20;25;8;5;9;17;80;alexani01
6;Grayson Allen;SG;28;PHO;75;74;335;45;91;.499;27;59;.461;18;32;.570;.649;17;20;.878;6;33;39;30;9;6;13;21;135;allengr01
7;Jarrett Allen;C;25;CLE;77;77;317;67;106;.634;0;1;.000;67;106;.638;.634;30;41;.742;32;74;105;27;7;11;16;19;165;allenja01
8;Timmy Allen;SF;24;MEM;5;0;250;12;46;.261;0;14;.000;12;32;.375;.261;2;4;.500;8;26;34;10;8;0;4;36;26;allenti01
9;Jose Alvarado;PG;25;NOP;56;0;184;25;62;.412;14;37;.377;11;25;.464;.525;6;9;.673;4;18;23;21;11;3;7;16;71;alvarjo01
10;Kyle Anderson;PF;30;MIN;79;10;226;25;55;.460;1;6;.229;24;49;.488;.472;12;17;.708;8;27;35;42;9;6;12;16;64;anderky01
11;Giannis Antetokounmpo;PF;29;MIL;73;73;352;115;188;.611;5;17;.274;110;171;.645;.624;70;107;.657;27;88;115;65;12;11;34;29;304;antetgi01
12;Thanasis Antetokounmpo;PF;31;MIL;34;0;46;5;9;.533;0;0;.000;5;9;.552;.533;0;1;.000;2;2;4;5;2;1;4;7;9;antetth01
13;Cole Anthony;PG;23;ORL;81;0;224;41;94;.435;11;34;.338;30;60;.490;.496;22;27;.826;8;30;38;29;8;5;16;22;116;anthoco01
14;OG Anunoby;SF;26;TOT;50;50;340;56;115;.489;20;53;.382;36;62;.581;.577;13;18;.753;9;32;42;21;14;7;16;24;147;anunoog01
15;Ryan Arcidiacono;PG;29;NYK;20;0;23;0;3;.000;0;3;.000;0;0;;.000;0;0;;0;4;4;2;1;0;1;3;0;arcidry01
16;Deni Avdija;SF;23;WAS;75;75;301;54;107;.506;12;31;.374;42;76;.560;.560;27;36;.740;11;61;72;38;8;5;21;25;147;avdijde01
17;Deandre Ayton;C;25;POR;55;55;324;78;136;.570;0;2;.100;77;134;.576;.571;12;14;.823;32;79;111;16;10;8;18;20;167;aytonde01
18;Udoka Azubuike;C;24;PHO;16;0;71;10;14;.696;0;0;;10;14;.696;.696;2;8;.231;7;13;20;2;1;4;3;11;22;azubuud01
19;Ibou Badji;C;21;POR;22;1;103;6;10;.636;0;0;;6;10;.636;.636;3;5;.500;9;14;23;6;1;9;7;21;15;badjiib01
20;Marvin Bagley III;C;24;TOT;50;25;211;48;82;.586;2;5;.391;46;77;.597;.597;19;25;.762;26;36;62;11;4;7;12;16;117;baglema01
21;Amari Bailey;PG;19;CHO;10;0;65;8;24;.333;1;8;.125;7;16;.438;.354;6;7;.857;6;3;9;7;3;0;4;2;23;baileam01
22;Patrick Baldwin Jr.;SF;21;WAS;38;7;130;16;41;.381;8;26;.320;7;15;.483;.481;5;7;.679;4;28;32;8;5;4;5;15;44;baldwpa01
23;LaMelo Ball;PG;22;CHO;22;22;323;83;192;.433;32;90;.355;51;103;.500;.515;41;47;.865;13;38;51;80;18;2;38;36;239;ballla01
24;Mo Bamba;C;25;PHI;57;17;130;17;35;.490;4;11;.391;13;24;.537;.553;6;9;.680;14;28;42;7;4;11;7;18;44;bambamo01
25;Paolo Banchero;PF;21;ORL;80;80;350;80;176;.455;15;44;.339;65;132;.493;.497;51;70;.725;10;59;69;54;9;6;31;19;226;banchpa01
26;Desmond Bane;SG;25;MEM;42;42;344;86;185;.464;33;86;.381;53;99;.536;.552;33;38;.870;9;35;44;55;10;5;27;29;237;banede01
27;Dalano Banton;PG;24;TOT;54;9;194;37;93;.404;11;37;.296;26;56;.475;.463;17;22;.783;8;25;33;24;6;4;14;12;103;bantoda01
28;Dominick Barlow;PF;20;SAS;33;1;127;17;34;.496;1;3;.333;16;32;.510;.509;9;13;.690;14;21;34;11;4;4;3;14;44;barlodo01
29;Harrison Barnes;PF;31;SAC;82;82;290;42;89;.474;18;47;.387;24;42;.571;.576;19;24;.801;8;22;30;12;7;1;7;12;122;barneha02
30;Scottie Barnes;SG;22;TOR;60;60;349;75;157;.475;17;49;.341;58;108;.536;.528;33;42;.781;24;59;82;61;13;15;28;20;199;barnesc01
31;RJ Barrett;SG;23;TOT;58;58;317;75;152;.495;16;43;.360;60;109;.549;.547;36;50;.715;9;45;54;33;5;4;22;22;202;barrerj01
32;Charles Bassey;C;23;SAS;19;0;108;15;21;.725;0;1;.000;15;21;.744;.725;3;3;.833;12;28;40;11;4;9;8;16;33;bassech01
33;Emoni Bates;SF;20;CLE;15;0;89;10;33;.306;7;22;.303;3;11;.313;.408;1;3;.250;1;9;9;7;1;1;5;3;27;batesem01
34;Keita Bates-Diop;SF;28;TOT;53;8;125;14;31;.434;4;13;.304;10;18;.526;.497;6;8;.762;6;15;21;7;5;4;3;7;37;bateske01
35;Nicolas Batum;PF;35;TOT;60;38;255;19;43;.453;12;31;.395;7;12;.606;.596;3;4;.714;12;30;41;21;8;6;7;18;53;batumni01
36;Darius Bazley;PF;23;TOT;9;0;169;20;33;.600;2;9;.250;18;24;.727;.633;11;13;.833;9;22;31;8;7;8;9;3;53;bazleda01
37;Bradley Beal;SG;30;PHO;53;53;333;71;139;.513;19;44;.430;52;94;.552;.582;21;25;.813;10;34;44;50;10;5;25;24;182;bealbr01
38;Malik Beasley;SG;27;MIL;79;77;296;41;91;.443;28;69;.413;12;23;.533;.598;3;4;.714;5;32;37;14;7;1;7;20;113;beaslma01
39;MarJon Beauchamp;SF;23;MIL;48;1;127;17;35;.488;6;16;.400;11;19;.560;.578;4;6;.679;5;16;21;6;3;1;6;11;44;beaucma01
40;Jules Bernard;SG;24;WAS;19;0;78;15;34;.453;6;15;.379;9;18;.514;.539;3;5;.556;5;8;14;8;2;1;4;7;39;bernaju01
41;D?vis Bert?ns;PF;31;TOT;43;1;157;21;54;.393;18;47;.380;4;8;.471;.556;7;8;.909;2;12;14;8;6;3;4;13;67;bertada01
42;Patrick Beverley;PG;35;TOT;73;13;200;22;52;.417;8;25;.337;13;27;.490;.497;10;12;.822;7;26;33;29;6;4;9;18;62;beverpa01
43;Saddiq Bey;SF;24;ATL;63;51;327;46;111;.416;18;57;.316;28;54;.522;.497;27;32;.837;27;39;65;15;8;2;9;14;137;beysa01
44;Goga Bitadze;C;24;ORL;62;33;154;20;34;.603;0;2;.143;20;31;.636;.608;9;14;.655;18;29;46;13;5;12;7;17;50;bitadgo01
45;Onuralp Bitim;SG;24;CHI;23;1;117;14;37;.381;5;19;.273;9;17;.500;.452;2;2;.800;3;11;14;6;1;1;4;10;35;bitimon01
46;Bismack Biyombo;C;31;TOT;40;27;198;19;33;.565;0;0;;19;33;.565;.565;7;14;.481;16;37;52;13;3;9;11;22;44;biyombi01
47;Anthony Black;PG;20;ORL;69;33;169;17;36;.466;5;14;.394;11;22;.510;.540;7;12;.613;5;15;20;13;5;3;8;16;46;blackan01
48;Leaky Black;SF;24;CHO;26;3;109;10;20;.481;3;8;.450;6;12;.500;.567;4;6;.667;3;15;18;9;3;4;2;7;27;blackle01
49;Buddy Boeheim;SF;24;DET;10;0;84;9;29;.310;8;25;.320;1;4;.250;.448;8;10;.800;3;7;10;3;0;1;0;5;34;boehebu01
50;Bogdan Bogdanovi?;SG;31;ATL;79;33;304;60;139;.428;30;81;.374;29;58;.503;.537;19;21;.921;7;28;34;31;12;3;14;23;169;bogdabo01
51;Bojan Bogdanovi?;SF-PF;34;TOT;57;27;259;54;119;.454;23;59;.398;31;61;.507;.551;21;26;.785;4;23;27;17;5;1;18;17;152;bogdabo02
52;Bol Bol;PF;24;PHO;43;0;109;22;35;.616;5;12;.423;17;23;.717;.689;3;4;.789;7;24;32;4;2;6;4;10;52;bolbo01
53;Marques Bolden;C;25;TOT;11;2;110;15;23;.680;0;1;.000;15;22;.708;.680;3;4;.750;9;22;31;4;3;6;3;9;34;boldema01
54;Devin Booker;PG;27;PHO;68;68;360;94;192;.492;22;61;.364;72;130;.552;.550;60;67;.886;8;37;45;69;9;4;26;30;271;bookede01
55;Brandon Boston Jr.;SF;22;LAC;32;0;108;20;50;.404;4;16;.269;16;34;.468;.447;7;10;.697;6;10;16;4;3;3;8;13;52;bostobr01
56;Chris Boucher;PF;31;TOR;50;0;141;22;43;.507;6;19;.330;16;25;.642;.578;14;18;.772;12;29;41;5;3;5;6;14;64;bouchch01
57;James Bouknight;SG;23;CHO;14;0;58;13;29;.439;9;21;.433;4;8;.455;.598;1;1;.500;1;6;6;4;1;1;1;2;36;bouknja01
58;Jamaree Bouyea;PG;24;TOT;9;0;106;11;31;.357;1;10;.111;10;21;.474;.375;0;0;;3;18;21;12;1;0;10;11;23;bouyeja01
59;Malaki Branham;PG;20;SAS;75;29;213;36;84;.432;12;36;.347;24;48;.494;.506;7;8;.873;4;16;20;21;4;1;12;13;92;branhma01
60;Christian Braun;SG;22;DEN;82;4;202;27;59;.460;8;20;.384;19;39;.498;.525;11;16;.694;10;28;37;16;5;4;7;17;73;braunch01
61;Mikal Bridges;SF;27;BRK;82;82;348;69;158;.436;27;72;.372;42;86;.490;.521;31;39;.814;8;37;45;36;10;4;20;14;196;bridgmi01
62;Miles Bridges;SF;25;CHO;69;67;374;81;175;.462;23;65;.349;58;110;.529;.527;25;31;.825;10;63;73;33;9;5;20;17;210;bridgmi02
63;Oshae Brissett;SF;25;BOS;55;1;115;12;28;.444;3;10;.273;10;18;.541;.493;9;15;.602;11;18;29;8;3;1;4;10;37;brissos01
64;Izaiah Brockington;PG;24;NOP;1;0;30;20;50;.400;0;10;.000;20;40;.500;.400;0;0;;10;10;20;0;0;0;0;0;40;brockiz01
65;Malcolm Brogdon;PG;31;POR;39;25;287;56;127;.440;21;51;.412;35;76;.458;.522;24;30;.819;7;31;38;55;7;2;15;15;157;brogdma01
66;Armoni Brooks;PG;25;BRK;10;0;104;15;46;.326;11;32;.344;4;14;.286;.446;1;2;.500;7;11;18;5;1;1;3;3;42;brookar01
67;Dillon Brooks;SF;28;HOU;72;72;309;46;107;.428;18;51;.359;27;55;.492;.515;17;20;.844;7;27;34;17;9;1;12;33;127;brookdi01
68;Bruce Brown;PG-SG;27;TOT;67;44;279;41;87;.478;8;24;.323;34;62;.538;.523;17;21;.824;8;34;42;29;9;3;13;22;108;brownbr01
69;Charlie Brown Jr.;SG;26;NYK;8;0;46;3;13;.200;3;9;.286;0;4;.000;.300;0;0;;1;1;3;0;0;3;3;6;8;brownch02
70;Greg Brown III;PF;22;DAL;6;0;67;8;18;.455;2;5;.333;7;13;.500;.500;7;15;.444;5;10;15;7;0;7;7;8;25;browngr01
71;Jaylen Brown;SF;27;BOS;70;70;335;90;179;.499;21;59;.354;69;121;.570;.557;30;43;.703;12;43;55;36;12;5;24;26;230;brownja02
72;Kendall Brown;SG;20;IND;15;0;42;5;10;.533;0;1;.000;5;9;.615;.533;3;5;.625;2;1;3;3;0;0;1;6;14;brownke03
73;Kobe Brown;PF;24;LAC;44;0;90;8;20;.411;3;11;.292;5;10;.548;.489;0;0;.500;5;10;14;6;3;1;2;11;20;brownko01
74;Moses Brown;C;24;POR;22;5;91;15;30;.508;0;0;;15;30;.508;.508;4;14;.290;17;22;39;3;2;3;5;12;34;brownmo01
75;Troy Brown Jr.;SF;24;TOT;59;15;140;14;38;.372;8;24;.333;6;14;.435;.476;5;6;.865;4;20;24;10;4;1;5;7;42;browntr01
76;Jalen Brunson;PG;27;NYK;77;77;354;103;214;.479;27;68;.401;75;146;.516;.543;55;65;.847;6;31;36;67;9;2;24;19;287;brunsja01
77;Thomas Bryant;C;26;MIA;38;4;116;23;39;.577;1;6;.182;22;33;.646;.591;11;12;.872;11;27;37;6;3;4;6;12;57;bryanth01
78;Kobe Bufkin;SG;20;ATL;17;0;115;20;54;.370;5;24;.225;15;31;.481;.418;2;5;.500;4;16;19;16;4;3;6;12;48;bufkiko01
79;Reggie Bullock;SF;32;HOU;44;0;95;8;19;.415;6;15;.403;2;3;.467;.579;0;0;1.000;1;15;17;3;3;1;2;7;22;bullore01
80;Alec Burks;SG;32;TOT;66;1;184;32;86;.369;19;50;.376;13;36;.360;.478;22;25;.868;4;19;23;13;4;2;7;11;104;burksal01
81;Jared Butler;SG;23;WAS;40;0;142;25;50;.488;6;20;.308;19;31;.602;.547;8;9;.861;2;12;15;32;7;2;13;15;63;butleja02
82;Jimmy Butler;PF;34;MIA;60;60;340;66;132;.499;10;24;.414;56;108;.519;.537;66;77;.858;18;36;53;50;13;3;17;11;208;butleji01
83;Jamal Cain;PF;24;MIA;26;1;100;13;30;.430;4;12;.355;9;18;.479;.500;7;9;.783;6;8;14;4;4;2;3;8;37;cainja01
84;Kentavious Caldwell-Pope;SG;30;DEN;76;76;316;36;77;.460;16;41;.406;19;37;.520;.566;13;15;.894;4;20;24;24;13;6;10;20;101;caldwke01
85;Toumani Camara;PF;23;POR;70;49;248;28;63;.450;8;25;.337;20;38;.523;.516;11;14;.758;20;29;49;12;9;5;12;25;75;camarto01
86;Clint Capela;C;29;ATL;73;73;258;48;85;.571;0;0;.000;48;85;.572;.571;18;28;.631;46;60;106;12;6;15;10;22;115;capelca01
87;Jevon Carter;PG;28;CHI;72;0;139;19;51;.378;11;33;.329;8;18;.466;.484;1;1;.571;2;7;8;13;5;2;5;10;50;carteje01
88;Wendell Carter Jr.;C;24;ORL;55;48;256;41;77;.525;12;31;.374;29;46;.626;.600;17;24;.694;20;49;69;17;6;5;12;22;110;cartewe01
89;D.J. Carton;SG;23;TOR;4;0;90;8;20;.375;3;10;.250;5;10;.500;.438;10;13;.800;5;5;10;8;3;0;3;8;28;cartodj01
90;Alex Caruso;SG;29;CHI;71;57;287;36;76;.468;19;47;.408;16;29;.563;.593;10;14;.760;9;30;38;35;17;10;14;25;101;carusal01
91;Colin Castleton;C;23;LAL;16;0;37;6;10;.563;0;0;;6;10;.563;.563;4;4;1.000;4;4;8;2;1;0;2;7;15;castlco01
92;Malcolm Cazalon;SG;22;DET;1;0;30;0;0;;0;0;;0;0;;;0;0;;0;0;0;0;0;0;0;0;0;cazalma01
93;Julian Champagnie;SF;22;SAS;74;59;198;22;54;.408;14;37;.365;9;17;.504;.534;10;12;.815;6;22;28;14;6;6;8;10;68;champju02
94;Justin Champagnie;SF;22;WAS;15;1;157;21;52;.410;9;30;.289;13;22;.576;.494;8;10;.800;13;23;35;13;7;6;7;9;59;champju01
95;Max Christie;SG;20;LAL;67;7;141;15;36;.427;6;18;.356;9;18;.496;.515;5;7;.783;2;19;21;9;3;3;5;9;42;chrisma02
96;Sidy Cissoko;SF;19;SAS;12;0;118;13;28;.485;1;10;.083;13;18;.714;.500;10;13;.800;7;12;18;8;6;3;3;15;38;cissosi01
97;Brandon Clarke;PF;27;MEM;6;1;223;55;98;.559;2;10;.167;53;88;.604;.568;2;12;.143;22;32;53;15;8;10;5;13;113;clarkbr01
98;Jordan Clarkson;SG;31;UTA;55;19;306;61;148;.413;17;56;.294;45;92;.485;.469;32;37;.881;9;25;34;50;6;1;27;15;171;clarkjo01
99;Nic Claxton;C;24;BRK;71;71;298;52;82;.629;0;1;.200;51;81;.633;.630;15;28;.551;27;72;99;21;6;21;13;25;118;claxtni01
100;Noah Clowney;PF;19;BRK;23;4;161;22;40;.538;5;14;.364;17;26;.633;.602;9;13;.700;11;24;35;8;3;7;7;11;58;clownno01
101;Amir Coffey;SF;26;LAC;70;13;209;24;50;.472;10;26;.380;14;24;.571;.571;9;10;.859;4;17;21;11;6;2;5;15;66;coffeam01
102;John Collins;PF;26;UTA;68;66;280;58;110;.532;13;34;.371;46;76;.605;.590;22;27;.795;23;61;85;11;6;9;14;28;151;collijo01
103;Zach Collins;C;26;SAS;69;29;221;43;89;.484;8;26;.320;35;63;.552;.531;18;23;.753;17;37;54;28;5;8;19;30;112;colliza01
104;Mike Conley;PG;36;MIN;76;76;289;39;85;.457;24;53;.442;15;31;.481;.595;13;15;.911;5;24;29;59;12;2;13;17;114;conlemi01
105;Pat Connaughton;SF;31;MIL;76;3;221;20;46;.435;11;31;.345;9;14;.633;.553;6;8;.759;7;25;31;21;5;3;6;13;56;connapa01
106;Bilal Coulibaly;SF;19;WAS;63;15;272;30;69;.435;10;29;.346;20;39;.502;.509;15;21;.702;9;32;41;17;9;8;14;22;84;coulibi01
107;Ricky Council IV;SG;22;PHI;32;0;90;17;35;.482;4;10;.375;13;25;.525;.536;17;22;.746;4;10;14;5;3;0;2;5;54;councri01
108;Robert Covington;SF-PF;33;TOT;29;6;168;15;34;.439;7;19;.339;8;14;.571;.536;8;9;.846;11;23;33;8;13;6;4;19;44;covinro01
109;Torrey Craig;SF;33;CHI;53;14;198;20;47;.430;11;29;.392;9;18;.490;.550;5;7;.750;13;28;41;11;6;4;6;21;57;craigto01
110;Jae Crowder;PF;33;MIL;50;25;231;23;54;.422;12;33;.349;11;21;.538;.530;5;7;.722;6;26;32;13;8;2;5;15;62;crowdja01
111;Jalen Crutcher;PG;24;NOP;1;0;30;0;10;.000;0;0;;0;10;.000;.000;0;0;;0;0;0;0;0;0;0;0;0;crutcja01
112;Cade Cunningham;PG;22;DET;62;62;335;85;188;.449;19;54;.355;65;134;.487;.500;38;44;.869;5;38;43;75;9;4;34;25;227;cunnica01
113;Seth Curry;SG;33;TOT;44;4;140;18;46;.392;9;25;.352;10;22;.438;.485;6;7;.903;4;11;15;10;5;1;5;9;51;curryse01
114;Stephen Curry;PG;35;GSW;74;74;327;88;195;.450;48;118;.408;40;77;.515;.573;40;44;.923;5;40;45;51;7;4;28;16;264;curryst01
115;Dyson Daniels;PG;20;NOP;61;16;223;23;51;.447;7;22;.311;16;29;.551;.514;6;9;.642;10;29;39;27;14;4;10;17;58;daniedy01
116;Anthony Davis;C;30;LAL;76;76;355;94;169;.556;4;14;.271;90;155;.582;.567;55;68;.816;31;95;126;35;12;23;21;23;247;davisan02
117;Johnny Davis;SG;21;WAS;50;6;123;12;31;.403;3;8;.350;10;23;.421;.448;3;5;.583;4;11;14;6;4;2;3;11;30;davisjo06
118;JD Davison;SG;21;BOS;8;0;49;6;15;.417;4;9;.429;3;6;.400;.542;4;5;.750;3;10;13;13;1;1;3;5;20;davisjd01
119;Dexter Dennis;SG;24;DAL;4;0;75;25;48;.526;3;20;.125;23;28;.818;.553;3;8;.333;3;20;23;10;0;3;8;3;55;dennide01
120;DeMar DeRozan;SF;34;CHI;79;79;378;82;172;.480;9;28;.333;73;143;.509;.507;66;77;.853;5;38;43;53;11;6;17;20;240;derozde01
121;Moussa Diabaté;C;22;LAC;11;0;58;9;17;.526;0;0;;9;17;.526;.526;8;13;.643;14;8;22;4;5;1;2;4;26;diabamo01
122;Mamadi Diakite;PF;27;TOT;6;0;40;7;10;.667;0;2;.000;7;8;.800;.667;7;10;.667;2;5;7;3;2;2;2;3;20;diakima01
123;Hamidou Diallo;SG;25;WAS;2;0;25;5;10;.500;0;0;;5;10;.500;.500;0;0;;10;0;10;5;10;0;5;5;10;diallha01
124;Gradey Dick;SG;20;TOR;60;17;211;32;74;.425;15;40;.365;17;34;.495;.524;7;9;.863;5;18;22;11;6;0;8;15;85;dickgr01
125;Ousmane Dieng;PF;20;OKC;33;0;111;15;35;.422;6;21;.300;8;14;.609;.513;4;5;.875;3;12;15;11;2;2;6;7;40;diengou01
126;Spencer Dinwiddie;PG;30;TOT;76;52;283;33;84;.392;16;48;.337;17;36;.467;.489;22;28;.805;4;23;27;47;7;3;12;18;105;dinwisp01
127;Donte DiVincenzo;SG;27;NYK;81;63;291;55;124;.443;35;87;.401;20;37;.542;.584;11;14;.754;8;29;37;27;13;4;14;20;155;divindo01
128;Luka Don?i?;PG;24;DAL;70;70;375;115;236;.487;41;106;.382;74;130;.573;.573;68;87;.786;8;84;92;98;14;5;40;21;339;doncilu01
129;Luguentz Dort;SF;24;OKC;79;79;284;36;83;.438;20;50;.394;17;33;.506;.557;16;20;.826;9;27;36;14;9;6;9;29;109;dortlu01
130;Ayo Dosunmu;SG;24;CHI;76;37;291;47;95;.501;16;39;.403;32;56;.568;.583;11;14;.810;7;21;28;32;9;5;14;22;122;dosunay01
131;Jeff Dowtin;PG;26;PHI;12;0;118;17;30;.556;8;16;.474;9;14;.647;.681;3;3;.750;3;14;17;23;6;1;4;1;43;dowtije01
132;Henri Drell;SF;23;CHI;4;0;75;10;25;.400;5;15;.333;5;10;.500;.500;3;5;.500;3;8;10;10;5;3;5;15;28;drellhe01
133;Andre Drummond;C;30;CHI;79;10;171;34;61;.556;0;0;.000;34;60;.560;.556;16;28;.592;34;56;90;5;9;6;10;18;84;drumman01
134;Chris Duarte;SF;26;SAC;59;11;122;14;36;.381;7;22;.346;6;14;.434;.486;4;6;.788;4;14;18;7;5;1;4;14;39;duartch01
135;David Duke Jr.;SG;24;SAS;4;0;128;25;45;.556;8;15;.500;18;30;.583;.639;8;8;1.000;5;20;25;13;5;0;8;10;65;dukeda01
136;Kris Dunn;PG;29;UTA;66;32;189;22;47;.470;6;17;.369;16;31;.525;.535;3;5;.688;8;21;29;38;10;4;12;20;54;dunnkr01
137;Kevin Durant;PF;35;PHO;75;75;372;100;191;.523;22;54;.413;78;137;.567;.581;48;56;.856;5;61;66;50;9;12;33;18;271;duranke01
138;Jalen Duren;C;20;DET;61;60;291;57;92;.619;0;1;.000;57;92;.623;.619;23;30;.790;31;85;116;24;5;8;21;31;138;durenja01
139;Tari Eason;PF;22;HOU;22;0;218;40;86;.466;8;23;.360;32;63;.504;.513;10;15;.636;21;49;70;12;14;9;9;23;98;easonta01
140;Anthony Edwards;SG;22;MIN;79;78;351;91;197;.461;24;67;.357;67;130;.515;.522;54;64;.836;7;48;54;51;13;5;31;18;259;edwaran01
141;Kessler Edwards;SF;23;SAC;54;0;51;6;15;.415;4;10;.385;3;6;.467;.537;1;2;.556;2;6;8;3;2;1;1;5;17;edwarke02
142;Keon Ellis;SG;24;SAC;57;21;172;19;41;.461;12;29;.417;6;11;.578;.612;5;6;.743;6;16;22;15;9;5;6;20;54;elliske01
